,mean_mean_dist,std_mean_dist,num_params,hyper_params
0,0.9909637570381165,0.46255767345428467,0.10330203175544739,202020111
1,0.9821000695228577,0.4453066885471344,0.23053620755672455,202020222
2,0.9935354590415955,0.7056853175163269,0.15177218616008759,202040111
3,0.9788008332252502,0.3625728189945221,0.4022013545036316,202040222
4,0.9976475238800049,0.38503244519233704,0.20024235546588898,202060111
5,0.9842938184738159,0.3646584749221802,0.654650092124939,202060222
6,0.9936359524726868,0.5271114110946655,0.24871250987052917,202080111
7,0.9839074015617371,0.6208420991897583,0.9878824353218079,202080222
8,0.9975072145462036,0.5172207951545715,0.18610522150993347,204020111
9,0.9850047826766968,0.2715490460395813,0.4365343749523163,204020222
10,0.9902652502059937,0.35610315203666687,0.2749671936035156,204040111
11,0.9810778498649597,0.6302074790000916,0.6485913395881653,204040222
12,0.9948134422302246,0.482584148645401,0.3638291358947754,204060111
13,0.9794113636016846,0.30584511160850525,0.9414318799972534,204060222
14,0.9937766194343567,1.0,0.45269110798835754,204080111
15,0.9814141392707825,0.9819400310516357,1.3150560855865479,204080222
16,0.9937145113945007,0.5141600370407104,0.26890841126441956,206020111
17,0.9793246388435364,0.46420374512672424,0.7233161926269531,206020222
18,0.9945901036262512,0.6662852168083191,0.39816218614578247,206040111
19,0.9804493188858032,0.509027898311615,0.9757649302482605,206040222
20,0.9981864094734192,0.18255595862865448,0.527415931224823,206060111
21,0.9806334376335144,0.4736275374889374,1.3089972734451294,206060222
22,0.9956100583076477,0.4233636260032654,0.6566696763038635,206080111
23,0.9769654870033264,0.8428206443786621,1.7230132818222046,206080222
24,0.9967492818832397,0.3643995225429535,0.35171160101890564,208020111
25,0.9816069006919861,0.16982139647006989,1.090881586074829,208020222
26,0.9964683055877686,0.7927476167678833,0.5213571786880493,208040111
27,0.977401614189148,0.33924242854118347,1.3837220668792725,208040222
28,0.993571400642395,0.40871500968933105,0.6910027265548706,208060111
29,0.9820794463157654,0.45261460542678833,1.757346272468567,208060222
30,0.9958316087722778,0.335109144449234,0.8606482744216919,208080111
31,0.9755265116691589,0.5196413993835449,2.211754083633423,208080222
32,0.996964693069458,0.2643159329891205,0.1558113694190979,402020111
33,0.9767506122589111,0.5421196818351746,0.4062405228614807,402020222
34,0.9932880997657776,0.6071988940238953,0.2042815238237381,402040111
35,0.9773015379905701,0.8908288478851318,0.5779057145118713,402040222
36,0.9897605180740356,0.49198195338249207,0.2527516782283783,402060111
37,0.980284571647644,0.11898862570524216,0.8303544521331787,402060222
38,0.9987530708312988,0.430728942155838,0.3012218475341797,402080111
39,0.9788374304771423,0.3997051417827606,1.1635867357254028,402080222
40,0.9933090806007385,0.6190424561500549,0.27900636196136475,404020111
41,0.9764506220817566,0.6855320334434509,0.6526305079460144,404020222
42,0.9937114715576172,0.6959120631217957,0.3678683340549469,404040111
43,0.976485013961792,0.7674869894981384,0.864687442779541,404040222
44,0.9916691780090332,0.42211347818374634,0.45673027634620667,404060111
45,0.9792692065238953,0.2154809981584549,1.157528042793274,404060222
46,0.9943377375602722,0.6050831079483032,0.5455922484397888,404080111
47,0.9766441583633423,0.24917331337928772,1.5311521291732788,404080222
48,0.9880276322364807,0.5229557156562805,0.4022013545036316,406020111
49,0.9798033237457275,0.3336969017982483,0.9798040986061096,406020222
50,0.997900128364563,0.4288083612918854,0.5314550995826721,406040111
51,0.9727905988693237,0.5766362547874451,1.232252836227417,406040222
52,0.992271363735199,0.8774927854537964,0.6607089042663574,406060111
53,0.9777793884277344,0.4031260311603546,1.5654852390289307,406060222
54,0.9938104152679443,0.5312612652778625,0.789962649345398,406080111
55,0.9740092754364014,0.377179890871048,1.9795011281967163,406080222
56,0.9929309487342834,0.5005421042442322,0.5253963470458984,408020111
57,0.9812315106391907,0.39904141426086426,1.3877612352371216,408020222
58,0.9875625967979431,0.35317909717559814,0.6950418949127197,408040111
59,0.9795569181442261,0.7813358902931213,1.6806018352508545,408040222
60,0.994351327419281,0.255003422498703,0.864687442779541,408060111
61,0.9786577224731445,0.34668028354644775,2.0542259216308594,408060222
62,1.0,0.7086697816848755,1.0343329906463623,408080111
63,0.9727886915206909,0.8213659524917603,2.508633852005005,408080222
