,mean_mean_dist,std_mean_dist,num_params,hyper_params
0,135.39254760742188,1.14104425907135,313.0,101010111
1,131.95924377441406,0.33274754881858826,643.0,101010222
2,133.3686981201172,0.5499991178512573,1023.0,202020111
3,132.17578125,0.5294870138168335,2283.0,202020222
4,133.71481323242188,0.8390873670578003,1503.0,202040111
5,131.73175048828125,0.43111321330070496,3983.0,202040222
6,134.2682342529297,0.4578185975551605,1983.0,202060111
7,132.4710235595703,0.43359315395355225,6483.0,202060222
8,133.72833251953125,0.6267560124397278,2463.0,202080111
9,132.4190216064453,0.7382054328918457,9783.0,202080222
10,134.2493438720703,0.6149956583976746,1843.0,204020111
11,132.56671142578125,0.32288241386413574,4323.0,204020222
12,133.27468872070312,0.4234205186367035,2723.0,204040111
13,132.0382080078125,0.7493412494659424,6423.0,204040222
14,133.88681030273438,0.5738113522529602,3603.0,204060111
15,131.8139190673828,0.3636617660522461,9323.0,204060222
16,133.7472686767578,1.1890389919281006,4483.0,204080111
17,132.08346557617188,1.1675649881362915,13023.0,204080222
18,133.73890686035156,0.6113563179969788,2663.0,206020111
19,131.80224609375,0.5519563555717468,7163.0,206020222
20,133.85675048828125,0.7922390699386597,3943.0,206040111
21,131.95361328125,0.605254054069519,9663.0,206040222
22,134.34075927734375,0.21706615388393402,5223.0,206060111
23,131.9783935546875,0.5631616115570068,12963.0,206060222
24,133.9940185546875,0.5033958554267883,6503.0,206080111
25,131.4847412109375,1.002146601676941,17063.0,206080222
26,134.1473388671875,0.4332852363586426,3483.0,208020111
27,132.10940551757812,0.20192426443099976,10803.0,208020222
28,134.10952758789062,0.9426078200340271,5163.0,208040111
29,131.54344177246094,0.40337246656417847,13703.0,208040222
30,133.7196502685547,0.48597806692123413,6843.0,208060111
31,132.17300415039062,0.538176417350769,17403.0,208060222
32,134.02383422851562,0.3984578549861908,8523.0,208080111
33,131.29107666015625,0.6178739070892334,21903.0,208080222
34,134.17633056640625,0.3142819404602051,1543.0,402020111
35,131.45582580566406,0.6446014046669006,4023.0,402020222
36,133.6815185546875,0.7219831347465515,2023.0,402040111
37,131.52996826171875,1.0592302083969116,5723.0,402040222
38,133.20675659179688,0.5849857330322266,2503.0,402060111
39,131.9314422607422,0.14148211479187012,8223.0,402060222
40,134.41702270507812,0.5121535062789917,2983.0,402080111
41,131.73667907714844,0.4752649962902069,11523.0,402080222
42,133.68434143066406,0.7360656261444092,2763.0,404020111
43,131.4154510498047,0.8151243329048157,6463.0,404020222
44,133.73849487304688,0.827466607093811,3643.0,404040111
45,131.42007446289062,0.9125719666481018,8563.0,404040222
46,133.46363830566406,0.5019093751907349,4523.0,404060111
47,131.79478454589844,0.25621530413627625,11463.0,404060222
48,133.82278442382812,0.7194674015045166,5403.0,404080111
49,131.44149780273438,0.2962767779827118,15163.0,404080222
50,132.97354125976562,0.6218147277832031,3983.0,406020111
51,131.86666870117188,0.3967786133289337,9703.0,406020222
52,134.30223083496094,0.5098698735237122,5263.0,406040111
53,130.92286682128906,0.6856429576873779,12203.0,406040222
54,133.544677734375,1.0433731079101562,6543.0,406060111
55,131.5942840576172,0.4793325662612915,15503.0,406060222
56,133.75181579589844,0.6316903829574585,7823.0,406080111
57,131.08688354492188,0.44848158955574036,19603.0,406080222
58,133.63345336914062,0.5951640605926514,5203.0,408020111
59,132.0588836669922,0.47447580099105835,13743.0,408020222
60,132.91094970703125,0.4199437201023102,6883.0,408040111
61,131.83351135253906,0.9290388226509094,16643.0,408040222
62,133.82461547851562,0.30320900678634644,8563.0,408060111
63,131.71249389648438,0.4122163653373718,20343.0,408060222
64,134.5848388671875,0.842635989189148,10243.0,408080111
65,130.922607421875,0.9766361713409424,24843.0,408080222
66,137.17599487304688,1.0028315782546997,108.0,555111
67,134.2404327392578,0.6578985452651978,2063.0,602020111
68,131.81088256835938,0.44077569246292114,6563.0,602020222
69,133.6290283203125,0.49542665481567383,2543.0,602040111
70,131.90867614746094,0.7344401478767395,8263.0,602040222
71,133.10232543945312,0.5180649161338806,3023.0,602060111
72,130.66921997070312,0.5140672922134399,10763.0,602060222
73,133.87705993652344,0.398266077041626,3503.0,602080111
74,131.72047424316406,1.080377221107483,14063.0,602080222
75,133.13153076171875,0.7980372905731201,3683.0,604020111
76,131.41734313964844,0.8456167578697205,9403.0,604020222
77,133.86328125,0.29646140336990356,4563.0,604040111
